TimesUsed,OftenText,OftenVideo,OftenPhone,OftenSocialMedia,OftenSoloGame,OftenMultiplay,OftenEntertain,OftenCultural,OftenCreative,FeatureTalkFriends,FeatureTalkStranger,FeatureScreenshot,DataPriv,PrivFeatUsed,ControlPriv,BiometricDevelop,BiometricMarket,BiometricSellAnon,BiometricSellData,SoloVMulti,UseVRGames,UseVRUnique,UseVRImmersive,UseVRFriends,UseVRStrangers,UseVRAlone,UseVRDemo,PrimaryUseVR,WishFriends,VRAlone,Lonely,ConnectPeople,NegSocExperience,HarrBubble,HarrInvisib,HarrMute,HarrBlock,HarrLive,HarrVoice,IdealAvatar,WorkTime,HoursVR,USLive,State,GenderID,ConsiderHarrassment,DescribHarr,Howlong,Country
About once a week,Daily,Rarely,Rarely,Monthly,Once a week,Monthly,Monthly,Monthly,Monthly,Neutral,Unimportant,Very important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), Adblocker software",Somewhat,Acceptable,Neutral,Somewhat unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Play games,Agree,Disagree,Agree,Disagree,I have experienced none of these,Neutral,Effective,Effective,Strongly effective,Neutral,Don't know/NA,"It looks non-human (robot/animal)., It doesn't look like me., The graphics look like a cartoon.",I don't use VR in my work.,2-5 hours,Yes,Washington,Female,I don't know/Not applicable,NA,Between 6 months and a year,NA
About once a week,Daily,Once a week,Once a week,Daily,2 + times per week,Rarely,Never used,Rarely,Never used,Very unimportant,Very unimportant,Very unimportant,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), Adblocker software",Somewhat,Acceptable,Somewhat acceptable,Unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Unique experiences,Disagree,Agree,Strongly disagree,Strongly disagree,I have experienced none of these,Don't know/NA,Effective,Effective,Effective,Don't know/NA,Effective,"It looks like me., It looks non-human (robot/animal)., The graphics look like a cartoon.",I don't use VR in my work.,1 hour or less,Yes,Oregon,Male,I don't know/Not applicable,NA,Between 3 months and 6 months,NA
More than once a week,Daily,Rarely,Rarely,Daily,Monthly,Never used,Never used,Never used,Never used,Neutral,Very unimportant,Important,Important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), Adblocker software",Somewhat,Somewhat acceptable,Acceptable,Somewhat acceptable,Unacceptable,I spend significantly more time in multi-user than in single-user/solo experiences.,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Development ,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,I have experienced none of these,Strongly effective,Strongly effective,Strongly effective,Strongly effective,Strongly effective,Don't know/NA,"It looks like me., It looks non-human (robot/animal)., It doesn't look like me., The graphics look realistic., The graphics look like a cartoon.",Over half of my time in VR is work-related.,6-10 hours,No,NA,Male,Yes,NA,More than a year,Scotland
2-3x/month,Daily,Rarely,Monthly,Daily,Monthly,Never used,Never used,Never used,Never used,Unimportant,Very unimportant,Very unimportant,Important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), Encrypted texts (Signal, WhatsApp), Anonymous browsers/proxies (Tor), Adblocker software",Somewhat,Unacceptable,Unacceptable,Unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Play games,Disagree,Strongly agree,Strongly disagree,Strongly disagree,I have never used VR online/in a multi-player setting,Effective,Strongly effective,Effective,Effective,Neutral,Strongly effective,"It doesn't look like me., The graphics look like a cartoon.",I don't use VR in my work.,1 hour or less,Yes,Washington,Female,I don't know/Not applicable,NA,Between 3 months and 6 months,NA
More than once a week,Daily,Monthly,2+ times per week,Daily,Rarely,Rarely,Monthly,Monthly,Rarely,Very important,Important,Very important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Adblocker software, VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Very little,Acceptable,Acceptable,Somewhat unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly disagree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,"Research, teaching",Agree,Disagree,Disagree,Agree,I avoid social VR because I'm afraid to encounter this,Effective,Effective,Neutral,Effective,Effective,Effective,It looks non-human (robot/animal).,Over half of my time in VR is work-related.,6-10 hours,Yes,Illinois,Female,I don't know/Not applicable,NA,More than a year,NA
More than once a week,Daily,Never used,Rarely,Daily,Once a week,Monthly,Rarely,Once a week,Once a week,Unimportant,Unimportant,Neutral,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes)",Somewhat,Somewhat acceptable,Acceptable,Somewhat unacceptable,Unacceptable,I spend slightly more time in single-user/solo than multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Exciting experiences,Agree,Disagree,Strongly disagree,Disagree,I have experienced none of these,Effective,Strongly effective,Strongly effective,Strongly effective,Strongly effective,Strongly effective,It looks like me.,Less than half of my time in VR is work-related.,1 hour or less,No,NA,Female,Yes,NA,More than a year,United kingdom
2-3x/month,Daily,Rarely,Rarely,Daily,Once a week,Rarely,Rarely,Monthly,Monthly,Very unimportant,Very unimportant,Very unimportant,Unimportant,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Not at all,Acceptable,Acceptable,Acceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Play games,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,I have experienced none of these,Strongly effective,Strongly effective,Strongly effective,Strongly effective,Strongly ineffective,Strongly ineffective,"It looks non-human (robot/animal)., The graphics look realistic.",I don't use VR in my work.,2-5 hours,Yes,Washington,Male,I don't know/Not applicable,NA,More than a year,NA
More than once a week,Daily,Once a week,Monthly,Daily,2 + times per week,Rarely,Once a week,2 + times per week,Daily,Unimportant,Very unimportant,Neutral,Important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Adblocker software, VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Not at all,Acceptable,Neutral,Acceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Unique experiences,Disagree,Strongly agree,Strongly disagree,Disagree,"Racist or homophobic comments, Rude gestures",Effective,Effective,Effective,Strongly effective,Strongly effective,Effective,"It looks non-human (robot/animal)., It doesn't look like me., The graphics look like a cartoon.",Less than half of my time in VR is work-related.,6-10 hours,Yes,Oregon,Male,No,NA,Between 6 months and a year,NA
More than once a week,Daily,Monthly,2+ times per week,Daily,2 + times per week,Rarely,2 + times per week,2 + times per week,Daily,Neutral,Neutral,Important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), Encrypted emails (GPG), Encrypted texts (Signal, WhatsApp), Anonymous browsers/proxies (Tor), VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Somewhat,Acceptable,Acceptable,Somewhat acceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Exciting experiences,Agree,Disagree,Strongly disagree,Disagree,"Sexually suggestive or sexist comments, Racist or homophobic comments, Catcalling/lewd noises",Effective,Neutral,Effective,Effective,Effective,Neutral,"It looks like me., The graphics look like a cartoon.",Less than half of my time in VR is work-related.,6-10 hours,Yes,California,Male,Yes,NA,More than a year,NA
About once a week,Daily,Rarely,Rarely,Daily,Once a week,Never used,Never used,Never used,Never used,Neutral,Neutral,Important,Important,Don't know/Prefer not to answer,Somewhat,Acceptable,Somewhat unacceptable,Don't know/NA,Don't know/NA,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Play games,Disagree,Strongly agree,Agree,Disagree,I have experienced none of these,Neutral,Neutral,Neutral,Effective,Neutral,Neutral,It looks like me.,I don't use VR in my work.,2-5 hours,Yes,Washington,Female,I don't know/Not applicable,NA,Less than 3 months,NA
More than once a week,Daily,Monthly,2+ times per week,2+ times per week,2 + times per week,Rarely,Rarely,Monthly,2 + times per week,Important,Neutral,Important,Important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Adblocker software",Not at all,Somewhat acceptable,Somewhat acceptable,Somewhat unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Unique experiences,Agree,Agree,Agree,Disagree,"Sexually suggestive or sexist comments, Racist or homophobic comments, Rude gestures, Foul language",Effective,Neutral,Effective,Strongly effective,Effective,Neutral,"It looks like me., It looks non-human (robot/animal)., It doesn't look like me., The graphics look realistic., The graphics look like a cartoon.",Less than half of my time in VR is work-related.,6-10 hours,Yes,Utah,Male,No,NA,Between 3 months and 6 months,NA
More than once a week,Daily,Daily,Daily,Daily,2 + times per week,2 + times per week,Rarely,Monthly,Rarely,Important,Important,Neutral,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), Encrypted texts (Signal, WhatsApp), Adblocker software, VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Somewhat,Neutral,Neutral,Somewhat unacceptable,Unacceptable,I spend slightly more time in single-user/solo than multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly agree,Play games,Disagree,Strongly agree,Disagree,Disagree,I have experienced none of these,Strongly effective,Strongly effective,Strongly effective,Strongly effective,Effective,Ineffective,"It looks like me., The graphics look realistic.",Less than half of my time in VR is work-related.,6-10 hours,Yes,California,Male,I don't know/Not applicable,NA,More than a year,NA
More than once a week,Daily,Rarely,2+ times per week,Daily,Once a week,Daily,Once a week,Monthly,Monthly,Important,Unimportant,Unimportant,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), Adblocker software, VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Very little,Acceptable,Acceptable,Unacceptable,Unacceptable,I spend significantly more time in multi-user than in single-user/solo experiences.,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Get work done,Disagree,Agree,Disagree,Strongly disagree,I have experienced none of these,Strongly effective,Effective,Effective,Strongly effective,Effective,Neutral,It looks non-human (robot/animal).,Over half of my time in VR is work-related.,More than 20 hours,Yes,Oregon,Male,I don't know/Not applicable,NA,Between 6 months and a year,NA
2-3x/month,Daily,Rarely,Rarely,Daily,Monthly,Never used,Never used,Never used,Rarely,Neutral,Unimportant,Very unimportant,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), Encrypted texts (Signal, WhatsApp), Adblocker software",Very little,Acceptable,Somewhat acceptable,Somewhat unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Agree,Unique experiences,Disagree,Agree,Strongly disagree,Strongly disagree,I have experienced none of these,Effective,Effective,Ineffective,Strongly effective,Don't know/NA,Don't know/NA,"It looks non-human (robot/animal)., The graphics look like a cartoon.",I don't use VR in my work.,1 hour or less,Yes,California,Male,Yes,NA,More than a year,NA
About once a week,Daily,Once a week,Once a week,Daily,Once a week,Never used,Never used,Never used,Never used,Don't know/NA,Very unimportant,Neutral,Important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Adblocker software",To a great extent,Acceptable,Somewhat acceptable,Somewhat acceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Play games,Disagree,Strongly agree,Strongly disagree,Strongly disagree,I have experienced none of these,Neutral,Strongly effective,Effective,Strongly effective,Strongly effective,Ineffective,"It looks like me., The graphics look realistic.",I don't use VR in my work.,2-5 hours,Yes,Washington,Female,I don't know/Not applicable,NA,Less than 3 months,NA
2-3x/month,Daily,2+ times per week,Daily,Daily,Monthly,Rarely,Never used,Rarely,Rarely,Very unimportant,Very unimportant,Very unimportant,Unimportant,None of these,Very little,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Play games,Disagree,Strongly disagree,Agree,Strongly disagree,I have experienced none of these,Don't know/NA,Don't know/NA,Effective,Effective,Strongly effective,Ineffective,It looks like me.,I don't use VR in my work.,1 hour or less,Yes,California,Female,I don't know/Not applicable,NA,Between 6 months and a year,NA
